"No.","Time","Source","Destination","Protocol","Length","Info"
"20673","3221.526080","192.168.0.78","69.171.250.60","QUIC","315","Protected Payload (KP0), DCID=7b624f14285ddea2"
"20674","3221.528950","192.168.0.78","69.171.250.60","QUIC","83","Protected Payload (KP0), DCID=7b624f14285ddea2"
"20675","3221.530718","192.168.0.78","69.171.250.60","QUIC","83","Protected Payload (KP0), DCID=7b624f14285ddea2"
"20676","3221.543035","69.171.250.60","192.168.0.78","TLSv1.3","234","Application Data"
"20677","3221.543074","192.168.0.78","69.171.250.60","TCP","66","36868  >  443 [ACK] Seq=2408 Ack=7459 Win=64128 Len=0 TSval=2327954899 TSecr=2126915258"
"20678","3221.565858","69.171.250.60","192.168.0.78","TCP","1446","443  >  36868 [ACK] Seq=7459 Ack=1834 Win=72192 Len=1380 TSval=2126915348 TSecr=2327949608 [TCP segment of a reassembled PDU]"
"20679","3221.565913","192.168.0.78","69.171.250.60","TLSv1.3","273","Application Data"
"20680","3221.587140","69.171.250.60","192.168.0.78","TLSv1.3","1446","Application Data [TCP segment of a reassembled PDU]"
"20681","3221.587180","192.168.0.78","69.171.250.60","TCP","66","36868  >  443 [ACK] Seq=2615 Ack=10219 Win=64128 Len=0 TSval=2327954943 TSecr=2126915348"
"20682","3221.595636","149.154.167.99","192.168.0.78","TCP","66","[TCP Retransmission] 443  >  39464 [FIN, ACK] Seq=6397 Ack=810 Win=31744 Len=0 TSval=580189056 TSecr=584634104"
"20683","3221.595671","192.168.0.78","149.154.167.99","TCP","54","39464  >  443 [RST] Seq=810 Win=0 Len=0"
"20684","3221.616930","69.171.250.60","192.168.0.78","TLSv1.3","1446","Application Data [TCP segment of a reassembled PDU]"
"20685","3221.616965","192.168.0.78","69.171.250.60","TCP","66","36868  >  443 [ACK] Seq=2615 Ack=11599 Win=64128 Len=0 TSval=2327954973 TSecr=2126915468"
"20686","3221.653376","69.171.250.60","192.168.0.78","TCP","1446","443  >  36868 [PSH, ACK] Seq=11599 Ack=1834 Win=72192 Len=1380 TSval=2126915468 TSecr=2327949608 [TCP segment of a reassembled PDU]"
"20687","3221.653414","192.168.0.78","69.171.250.60","TCP","66","36868  >  443 [ACK] Seq=2615 Ack=12979 Win=64128 Len=0 TSval=2327955009 TSecr=2126915468"
"20688","3221.685820","69.171.250.60","192.168.0.78","TCP","1446","443  >  36868 [ACK] Seq=12979 Ack=1834 Win=72192 Len=1380 TSval=2126915665 TSecr=2327949608 [TCP segment of a reassembled PDU]"
"20689","3221.685857","192.168.0.78","69.171.250.60","TCP","66","36868  >  443 [ACK] Seq=2615 Ack=14359 Win=64128 Len=0 TSval=2327955042 TSecr=2126915665"
"20690","3221.705907","172.217.173.131","192.168.0.78","OCSP","768","[TCP Spurious Retransmission] Response"
"20691","3221.705948","192.168.0.78","172.217.173.131","TCP","78","[TCP Dup ACK 20286#1] 34308  >  80 [ACK] Seq=1274 Ack=1404 Win=64128 Len=0 TSval=3627304745 TSecr=4058593236 SLE=702 SRE=1404"
"20692","3221.714064","52.24.163.249","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 443  >  57572 [ACK] Seq=3723 Ack=1148 Win=32000 Len=0 TSval=1237305582 TSecr=1535542042"
"20693","3221.787042","172.217.173.174","192.168.0.78","QUIC","1399","Handshake, DCID=e44aed, SCID=99af84349a231b4a"
"20694","3221.787253","192.168.0.78","172.217.173.174","QUIC","113","Protected Payload (KP0), DCID=99af84349a231b4a"
"20695","3221.790972","192.168.0.78","23.212.49.138","TCP","66","[TCP Keep-Alive] 52084  >  80 [ACK] Seq=421 Ack=890 Win=64128 Len=0 TSval=4053288475 TSecr=2766929570"
"20696","3221.858962","149.154.174.200","192.168.0.78","TLSv1.3","261","Application Data"
"20697","3221.869597","149.154.174.200","192.168.0.78","TLSv1.3","565","Application Data"
"20698","3221.869777","192.168.0.78","149.154.174.200","TCP","66","43830  >  443 [ACK] Seq=2259 Ack=7536 Win=64128 Len=0 TSval=4108511593 TSecr=1520114613"
"20699","3221.886982","192.168.0.78","192.16.58.8","TCP","66","[TCP Keep-Alive] 51226  >  80 [ACK] Seq=422 Ack=800 Win=64128 Len=0 TSval=1184972661 TSecr=2766598668"
"20700","3221.890792","192.168.0.78","149.154.174.200","TLSv1.3","316","Application Data, Application Data"
"20701","3221.891353","172.217.173.174","192.168.0.78","QUIC","1399","Handshake, DCID=e44aed, SCID=99af84349a231b4a"
"20702","3221.891481","192.168.0.78","172.217.173.174","QUIC","113","Protected Payload (KP0), DCID=99af84349a231b4a"
"20703","3221.952500","MS-NLB-PhysServer-16_18:93:cd:5c","AzureWav_5b:51:4b","ARP","60","Who has 192.168.0.78? Tell 192.168.0.1"
"20704","3221.952523","AzureWav_5b:51:4b","MS-NLB-PhysServer-16_18:93:cd:5c","ARP","42","192.168.0.78 is at 28:c2:dd:5b:51:4b"
"20705","3222.014521","172.217.173.133","192.168.0.78","TCP","66","443  >  36190 [ACK] Seq=168564 Ack=13348 Win=115968 Len=0 TSval=2147460533 TSecr=62437365"
"20706","3222.144746","172.217.173.131","192.168.0.78","TCP","66","[TCP Dup ACK 18905#2] 80  >  34298 [ACK] Seq=1403 Ack=849 Win=67840 Len=0 TSval=2384349508 TSecr=3627290614"
"20707","3222.162160","192.124.249.41","192.168.0.78","OCSP","906","Response"
"20708","3222.162262","192.168.0.78","192.124.249.41","TCP","66","33218  >  80 [ACK] Seq=415 Ack=2289 Win=64128 Len=0 TSval=434851825 TSecr=315830176"
"20709","3222.175019","192.168.0.78","34.107.221.82","TCP","66","[TCP Keep-Alive] 54912  >  80 [ACK] Seq=299 Ack=303 Win=64128 Len=0 TSval=1733565438 TSecr=3297497244"
"20710","3222.183585","192.124.249.41","192.168.0.78","OCSP","906","Response"
"20711","3222.183666","192.168.0.78","192.124.249.41","TCP","66","33220  >  80 [ACK] Seq=415 Ack=2289 Win=64128 Len=0 TSval=434851846 TSecr=315830180"
"20712","3222.201681","3.17.146.37","192.168.0.78","TCP","66","443  >  39770 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=1546132163 TSecr=1295040806"
"20713","3222.207013","192.168.0.78","192.16.58.8","TCP","66","[TCP Keep-Alive] 51188  >  80 [ACK] Seq=1266 Ack=2398 Win=64128 Len=0 TSval=1184972981 TSecr=3144574906"
"20714","3222.224368","3.17.146.37","192.168.0.78","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"20715","3222.224456","192.168.0.78","3.17.146.37","TCP","66","39770  >  443 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=1295045565 TSecr=1546132163"
"20716","3222.249137","3.17.146.37","192.168.0.78","TCP","1514","443  >  39770 [PSH, ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=1546132163 TSecr=1295040806 [TCP segment of a reassembled PDU]"
"20717","3222.249207","192.168.0.78","3.17.146.37","TCP","66","39770  >  443 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=1295045590 TSecr=1546132163"
"20718","3222.285086","3.17.146.37","192.168.0.78","TCP","1266","443  >  39770 [PSH, ACK] Seq=2897 Ack=518 Win=64768 Len=1200 TSval=1546132163 TSecr=1295040806 [TCP segment of a reassembled PDU]"
"20719","3222.285155","192.168.0.78","3.17.146.37","TCP","66","39770  >  443 [ACK] Seq=518 Ack=4097 Win=64128 Len=0 TSval=1295045626 TSecr=1546132163"
"20720","3222.295218","3.17.146.37","192.168.0.78","TLSv1.3","564","Application Data, Application Data, Application Data"
"20721","3222.295287","192.168.0.78","3.17.146.37","TCP","66","39770  >  443 [ACK] Seq=518 Ack=4595 Win=64128 Len=0 TSval=1295045636 TSecr=1546132164"
"20722","3222.299706","3.17.146.37","192.168.0.78","TCP","66","443  >  39772 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=1546132184 TSecr=1295040821"
"20723","3222.300002","192.168.0.78","200.42.4.207","DNS","92","Standard query 0x2153 A a1887.dscq.akamai.net OPT"
"20724","3222.300033","192.168.0.78","23.212.49.138","OCSP","487","Request"
"20725","3222.300288","192.168.0.78","200.42.4.207","DNS","92","Standard query 0xec71 AAAA a1887.dscq.akamai.net OPT"
"20726","3222.325024","3.17.146.37","192.168.0.78","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"20727","3222.325090","192.168.0.78","3.17.146.37","TCP","66","39772  >  443 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=1295045666 TSecr=1546132184"
"20728","3222.363302","3.17.146.37","192.168.0.78","TCP","1514","443  >  39772 [PSH, ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=1546132184 TSecr=1295040821 [TCP segment of a reassembled PDU]"
"20729","3222.363407","192.168.0.78","3.17.146.37","TCP","66","39772  >  443 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=1295045704 TSecr=1546132184"
"20730","3222.367009","192.168.0.78","34.107.221.82","TCP","66","[TCP Keep-Alive] 54914  >  80 [ACK] Seq=301 Ack=221 Win=64128 Len=0 TSval=1733565630 TSecr=1507295900"
"20731","3222.385165","3.17.146.37","192.168.0.78","TCP","1266","443  >  39772 [PSH, ACK] Seq=2897 Ack=518 Win=64768 Len=1200 TSval=1546132184 TSecr=1295040821 [TCP segment of a reassembled PDU]"
"20732","3222.385234","192.168.0.78","3.17.146.37","TCP","66","39772  >  443 [ACK] Seq=518 Ack=4097 Win=64128 Len=0 TSval=1295045726 TSecr=1546132184"
"20733","3222.433144","3.17.146.37","192.168.0.78","TLSv1.3","564","Application Data, Application Data, Application Data"
"20734","3222.433212","192.168.0.78","3.17.146.37","TCP","66","39772  >  443 [ACK] Seq=518 Ack=4595 Win=64128 Len=0 TSval=1295045774 TSecr=1546132185"
"20735","3222.440238","172.217.173.174","192.168.0.78","TCP","74","[TCP Retransmission] 443  >  33610 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=1099558385 TSecr=825004630 WS=256"
"20736","3222.440303","192.168.0.78","172.217.173.174","TCP","66","[TCP Dup ACK 20525#2] 33610  >  443 [ACK] Seq=518 Ack=1 Win=64256 Len=0 TSval=825012052 TSecr=1099555293"
"20737","3222.440986","192.168.0.78","23.212.49.138","TCP","74","52230  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4053289125 TSecr=0 WS=128"
"20738","3222.449683","149.154.167.99","192.168.0.78","TCP","78","[TCP Dup ACK 20328#1] 443  >  39478 [ACK] Seq=6397 Ack=785 Win=31744 Len=0 TSval=580189064 TSecr=584638223 SLE=809 SRE=810"
"20739","3222.449755","192.168.0.78","149.154.167.99","TCP","54","39478  >  443 [RST] Seq=785 Win=0 Len=0"
"20740","3222.454805","149.154.167.99","192.168.0.78","TCP","60","443  >  39478 [RST] Seq=6017 Win=0 Len=0"
"20741","3222.458937","149.154.167.99","192.168.0.78","TCP","66","443  >  39484 [FIN, ACK] Seq=6397 Ack=809 Win=31744 Len=0 TSval=580199710 TSecr=584638267"
"20742","3222.459002","192.168.0.78","149.154.167.99","TCP","54","39484  >  443 [RST] Seq=809 Win=0 Len=0"
"20743","3222.464856","149.154.167.99","192.168.0.78","TCP","66","443  >  39484 [ACK] Seq=6398 Ack=810 Win=31744 Len=0 TSval=580199712 TSecr=584638267"
"20744","3222.464910","192.168.0.78","149.154.167.99","TCP","54","39484  >  443 [RST] Seq=810 Win=0 Len=0"
"20745","3222.467004","192.168.0.78","192.16.58.8","TCP","66","[TCP Keep-Alive] 51194  >  80 [ACK] Seq=1266 Ack=2398 Win=64128 Len=0 TSval=1184973241 TSecr=1899052934"
"20746","3222.472419","149.154.167.99","192.168.0.78","TCP","66","443  >  39482 [FIN, ACK] Seq=6397 Ack=809 Win=31744 Len=0 TSval=580140715 TSecr=584638308"
"20747","3222.472507","192.168.0.78","149.154.167.99","TCP","54","39482  >  443 [RST] Seq=809 Win=0 Len=0"
"20748","3222.486581","149.154.167.99","192.168.0.78","TCP","66","443  >  39482 [ACK] Seq=6398 Ack=810 Win=31744 Len=0 TSval=580140716 TSecr=584638308"
"20749","3222.486661","192.168.0.78","149.154.167.99","TCP","54","39482  >  443 [RST] Seq=810 Win=0 Len=0"
"20750","3222.499025","149.154.167.99","192.168.0.78","TCP","66","443  >  39480 [ACK] Seq=6397 Ack=810 Win=31744 Len=0 TSval=580188837 TSecr=584638428"
"20751","3222.499082","192.168.0.78","149.154.167.99","TCP","54","39480  >  443 [RST] Seq=810 Win=0 Len=0"
"20752","3222.548596","192.168.0.78","142.250.79.164","TLSv1.3","130","Change Cipher Spec, Application Data"
"20753","3222.549962","192.168.0.78","142.250.79.164","TLSv1.3","236","Application Data"
"20754","3222.555696","149.154.167.99","192.168.0.78","TCP","66","443  >  39480 [FIN, ACK] Seq=6397 Ack=810 Win=31744 Len=0 TSval=580188837 TSecr=584638428"
"20755","3222.555770","192.168.0.78","149.154.167.99","TCP","54","39480  >  443 [RST] Seq=810 Win=0 Len=0"
"20756","3222.561990","172.217.173.174","192.168.0.78","TCP","74","[TCP Retransmission] 443  >  33612 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=980986636 TSecr=825004878 WS=256"
"20757","3222.562044","192.168.0.78","172.217.173.174","TCP","66","[TCP Dup ACK 20552#2] 33612  >  443 [ACK] Seq=518 Ack=1 Win=64256 Len=0 TSval=825012174 TSecr=980983550"
"20758","3222.567216","172.217.173.131","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  34316 [ACK] Seq=702 Ack=429 Win=66816 Len=0 TSval=844594404 TSecr=3627286601"
"20759","3222.578630","192.16.58.8","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  51226 [ACK] Seq=800 Ack=423 Win=67072 Len=0 TSval=2766615664 TSecr=1184958615"
"20760","3222.631135","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"20761","3222.631202","192.168.0.78","172.217.173.133","TCP","66","36190  >  443 [ACK] Seq=13348 Ack=169982 Win=317568 Len=0 TSval=62442598 TSecr=2147461143"
"20762","3222.691491","192.168.0.78","23.212.49.138","TCP","74","52232  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4053289375 TSecr=0 WS=128"
"20763","3222.700603","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"20764","3222.700678","192.168.0.78","172.217.173.133","TCP","66","36190  >  443 [ACK] Seq=13348 Ack=171400 Win=320512 Len=0 TSval=62442667 TSecr=2147461150"
"20765","3222.724478","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data, Application Data"
"20766","3222.724555","192.168.0.78","172.217.173.133","TCP","66","36190  >  443 [ACK] Seq=13348 Ack=172818 Win=323328 Len=0 TSval=62442691 TSecr=2147461164"
"20767","3222.770138","172.217.173.174","192.168.0.78","TCP","74","[TCP Retransmission] 443  >  33610 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=1099558899 TSecr=825004630 WS=256"
"20768","3222.874209","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"20769","3222.874276","192.168.0.78","172.217.173.133","TCP","66","36190  >  443 [ACK] Seq=13348 Ack=174236 Win=326272 Len=0 TSval=62442841 TSecr=2147461310"
"20770","3222.904722","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"20771","3222.904790","192.168.0.78","172.217.173.133","TCP","66","36190  >  443 [ACK] Seq=13348 Ack=175654 Win=329088 Len=0 TSval=62442871 TSecr=2147461317"
"20772","3222.909495","172.217.173.174","192.168.0.78","TCP","74","[TCP Retransmission] 443  >  33612 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=980986932 TSecr=825004878 WS=256"
"20773","3222.937191","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"20774","3222.937261","192.168.0.78","172.217.173.133","TCP","66","36190  >  443 [ACK] Seq=13348 Ack=177072 Win=331648 Len=0 TSval=62442904 TSecr=2147461332"
"20775","3222.975017","192.168.0.78","52.219.98.114","TCP","54","[TCP Keep-Alive] 37756  >  443 [ACK] Seq=1100 Ack=5417 Win=64128 Len=0"
"20776","3222.975218","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"20777","3223.010421","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"20778","3223.010490","192.168.0.78","172.217.173.133","TCP","66","36190  >  443 [ACK] Seq=13348 Ack=179908 Win=331648 Len=0 TSval=62442977 TSecr=2147461344"
"20779","3223.036689","192.168.0.78","142.250.79.164","TLSv1.3","130","Change Cipher Spec, Application Data"
"20780","3223.037670","192.168.0.78","142.250.79.164","TLSv1.3","253","Application Data"
"20781","3223.050481","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"20782","3223.054840","23.212.49.138","192.168.0.78","TCP","66","[TCP Dup ACK 17941#1] 80  >  52084 [ACK] Seq=890 Ack=422 Win=30080 Len=0 TSval=2766945758 TSecr=4053261180"
"20783","3223.065757","192.124.249.41","192.168.0.78","TCP","66","80  >  33222 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=315830986 TSecr=434848078"
"20784","3223.065838","192.168.0.78","192.124.249.41","TCP","66","33222  >  80 [ACK] Seq=2 Ack=2 Win=64256 Len=0 TSval=434852729 TSecr=315830986"
"20785","3223.073012","192.124.249.41","192.168.0.78","TCP","66","80  >  33224 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=315830994 TSecr=434848078"
"20786","3223.073131","192.168.0.78","192.124.249.41","TCP","66","33224  >  80 [ACK] Seq=2 Ack=2 Win=64256 Len=0 TSval=434852736 TSecr=315830994"
"20787","3223.086186","MS-NLB-PhysServer-16_18:93:cd:5c","AzureWav_5b:51:4b","ARP","60","Who has 192.168.0.78? Tell 192.168.0.1"
"20788","3223.086244","AzureWav_5b:51:4b","MS-NLB-PhysServer-16_18:93:cd:5c","ARP","42","192.168.0.78 is at 28:c2:dd:5b:51:4b"
"20789","3223.108490","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=24795 Ack=1487 Win=33792 Len=1228 TSval=580139679 TSecr=584638783 [TCP segment of a reassembled PDU]"
"20790","3223.115011","192.168.0.78","172.217.173.133","TCP","66","36190  >  443 [ACK] Seq=13348 Ack=181326 Win=331648 Len=0 TSval=62443082 TSecr=2147461394"
"20791","3223.161625","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=26023 Ack=1487 Win=33792 Len=1228 TSval=580139679 TSecr=584638783 [TCP segment of a reassembled PDU]"
"20792","3223.161703","192.168.0.78","149.154.167.99","TCP","66","39468  >  443 [ACK] Seq=1487 Ack=27251 Win=64128 Len=0 TSval=584643868 TSecr=580139679"
"20793","3223.196614","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=27251 Ack=1487 Win=33792 Len=1228 TSval=580139679 TSecr=584638783 [TCP segment of a reassembled PDU]"
"20794","3223.202987","192.168.0.78","34.107.221.82","TCP","66","54912  >  80 [RST, ACK] Seq=300 Ack=303 Win=64128 Len=0 TSval=1733566466 TSecr=3297497244"
"20795","3223.221828","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=28479 Ack=1487 Win=33792 Len=1228 TSval=580139679 TSecr=584638783 [TCP segment of a reassembled PDU]"
"20796","3223.221885","192.168.0.78","149.154.167.99","TCP","66","39468  >  443 [ACK] Seq=1487 Ack=29707 Win=64128 Len=0 TSval=584643929 TSecr=580139679"
"20797","3223.243864","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=29707 Ack=1487 Win=33792 Len=1228 TSval=580139685 TSecr=584638848 [TCP segment of a reassembled PDU]"
"20798","3223.311008","192.168.0.78","149.154.167.99","TCP","66","39468  >  443 [ACK] Seq=1487 Ack=30935 Win=64128 Len=0 TSval=584644018 TSecr=580139685"
"20799","3223.357511","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=30935 Ack=1487 Win=33792 Len=1228 TSval=580139685 TSecr=584638848 [TCP segment of a reassembled PDU]"
"20800","3223.379667","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=32163 Ack=1487 Win=33792 Len=1228 TSval=580139685 TSecr=584638848 [TCP segment of a reassembled PDU]"
"20801","3223.379743","192.168.0.78","149.154.167.99","TCP","66","39468  >  443 [ACK] Seq=1487 Ack=33391 Win=64128 Len=0 TSval=584644086 TSecr=580139685"
"20802","3223.391006","192.168.0.78","34.107.221.82","TCP","66","54914  >  80 [RST, ACK] Seq=302 Ack=221 Win=64128 Len=0 TSval=1733566654 TSecr=1507295900"
"20803","3223.403612","149.154.167.99","192.168.0.78","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"20804","3223.435448","172.217.173.131","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  34322 [ACK] Seq=702 Ack=429 Win=66816 Len=0 TSval=4058594702 TSecr=3627287581"
"20805","3223.457388","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=34619 Ack=1487 Win=33792 Len=1228 TSval=580139687 TSecr=584638989 [TCP segment of a reassembled PDU]"
"20806","3223.457462","192.168.0.78","149.154.167.99","TCP","66","39468  >  443 [ACK] Seq=1487 Ack=35847 Win=64128 Len=0 TSval=584644164 TSecr=580139685"
"20807","3223.470922","192.168.0.78","149.154.167.99","TLSv1.3","149","Application Data"
"20808","3223.492634","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=35847 Ack=1487 Win=33792 Len=1228 TSval=580139687 TSecr=584638989 [TCP segment of a reassembled PDU]"
"20809","3223.527940","149.154.167.99","192.168.0.78","TLSv1.3","1294","Application Data, Application Data"
"20810","3223.528059","192.168.0.78","149.154.167.99","TCP","66","39468  >  443 [ACK] Seq=1570 Ack=38303 Win=64128 Len=0 TSval=584644235 TSecr=580139687"
"20811","3223.551148","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=38303 Ack=1487 Win=33792 Len=1228 TSval=580139687 TSecr=584638989 [TCP segment of a reassembled PDU]"
"20812","3223.564397","192.168.0.47","239.255.255.250","SSDP","162","M-SEARCH * HTTP/1.1 "
"20813","3223.566232","192.168.0.47","239.255.255.250","SSDP","162","M-SEARCH * HTTP/1.1 "
"20814","3223.568185","192.168.0.47","239.255.255.250","SSDP","162","M-SEARCH * HTTP/1.1 "
"20815","3223.586493","172.217.173.174","192.168.0.78","QUIC","1399","Handshake, DCID=e44aed, SCID=99af84349a231b4a"
"20816","3223.587051","192.168.0.78","172.217.173.174","QUIC","113","Protected Payload (KP0), DCID=99af84349a231b4a"
"20817","3223.611587","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=39531 Ack=1487 Win=33792 Len=1228 TSval=580139709 TSecr=584639466 [TCP segment of a reassembled PDU]"
"20818","3223.611655","192.168.0.78","149.154.167.99","TLSv1.3","144","Application Data"
"20819","3223.638586","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=40759 Ack=1487 Win=33792 Len=1228 TSval=580139709 TSecr=584639466 [TCP segment of a reassembled PDU]"
"20820","3223.664563","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=41987 Ack=1487 Win=33792 Len=1228 TSval=580139741 TSecr=584639521 [TCP segment of a reassembled PDU]"
"20821","3223.664650","192.168.0.78","149.154.167.99","TCP","66","39468  >  443 [ACK] Seq=1648 Ack=43215 Win=64128 Len=0 TSval=584644371 TSecr=580139709"
"20822","3223.675001","192.168.0.47","239.255.255.250","SSDP","162","M-SEARCH * HTTP/1.1 "
"20823","3223.676792","192.168.0.47","239.255.255.250","SSDP","162","M-SEARCH * HTTP/1.1 "
"20824","3223.679110","192.168.0.47","239.255.255.250","SSDP","162","M-SEARCH * HTTP/1.1 "
"20825","3223.693087","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=43215 Ack=1487 Win=33792 Len=1228 TSval=580139741 TSecr=584639521 [TCP segment of a reassembled PDU]"
"20826","3223.717019","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=44443 Ack=1487 Win=33792 Len=1228 TSval=580139741 TSecr=584639521 [TCP segment of a reassembled PDU]"
"20827","3223.717086","192.168.0.78","149.154.167.99","TCP","66","39468  >  443 [ACK] Seq=1648 Ack=45671 Win=64128 Len=0 TSval=584644424 TSecr=580139741"
"20828","3223.736137","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=45671 Ack=1487 Win=33792 Len=1228 TSval=580139741 TSecr=584639521 [TCP segment of a reassembled PDU]"
"20829","3223.757788","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=46899 Ack=1487 Win=33792 Len=1228 TSval=580139746 TSecr=584639593 [TCP segment of a reassembled PDU]"
"20830","3223.757856","192.168.0.78","149.154.167.99","TCP","66","39468  >  443 [ACK] Seq=1648 Ack=48127 Win=64128 Len=0 TSval=584644465 TSecr=580139741"
"20831","3223.776916","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=48127 Ack=1487 Win=33792 Len=1228 TSval=580139746 TSecr=584639593 [TCP segment of a reassembled PDU]"
"20832","3223.800488","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=49355 Ack=1487 Win=33792 Len=1228 TSval=580139746 TSecr=584639593 [TCP segment of a reassembled PDU]"
"20833","3223.800557","192.168.0.78","149.154.167.99","TCP","66","39468  >  443 [ACK] Seq=1648 Ack=50583 Win=64128 Len=0 TSval=584644507 TSecr=580139746"
"20834","3223.822553","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=50583 Ack=1487 Win=33792 Len=1228 TSval=580139746 TSecr=584639593 [TCP segment of a reassembled PDU]"
"20835","3223.828315","52.24.163.249","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 443  >  57572 [ACK] Seq=3723 Ack=1148 Win=32000 Len=0 TSval=1237307233 TSecr=1535542042"
"20836","3223.839356","34.107.221.82","192.168.0.78","TCP","66","[TCP Dup ACK 17856#1] 80  >  54912 [ACK] Seq=303 Ack=300 Win=66816 Len=0 TSval=3297513590 TSecr=1733537063"
"20837","3223.839429","192.168.0.78","34.107.221.82","TCP","54","54912  >  80 [RST] Seq=300 Win=0 Len=0"
"20838","3223.864554","69.171.250.60","192.168.0.78","TCP","66","443  >  36868 [ACK] Seq=14359 Ack=2075 Win=73216 Len=0 TSval=2126917616 TSecr=2327952473"
"20839","3223.867017","192.168.0.78","149.154.167.99","TCP","66","39468  >  443 [ACK] Seq=1648 Ack=51811 Win=64128 Len=0 TSval=584644574 TSecr=580139746"
"20840","3223.890485","149.154.167.99","192.168.0.78","TCP","1294","443  >  39468 [ACK] Seq=51811 Ack=1487 Win=33792 Len=1228 TSval=580139811 TSecr=584639778 [TCP segment of a reassembled PDU]"
"20841","3223.924512","149.154.167.99","192.168.0.78","TLSv1.3","1294","Application Data [TCP segment of a reassembled PDU]"
"20842","3223.924585","192.168.0.78","149.154.167.99","TCP","66","39468  >  443 [ACK] Seq=1648 Ack=54267 Win=64128 Len=0 TSval=584644631 TSecr=580139811"
